id	imdbid	year	title	rating
6787	2726560	2015	Longest Ride, The	3
6595	2279339	2015	Love the Coopers	3
6637	2884018	2015	Macbeth	1
6242	1392190	2015	Mad Max: Fury Road	3
6422	2334733	2015	Madame Bovary	2
6316	3877674	2015	Maend &amp; hons	1
6967	3471098	2015	Maggie&#39;s Plan	3
6372	2268016	2015	Magic Mike XXL	3
6407	1638355	2015	Man from U.N.C.L.E., The	3
6649	3064298	2015	Man Up	3
6969	0787524	2015	Man Who Knew Infinity, The	0
6770	4428788	2015	Marguerite	3
6466	3659388	2015	Martian, The	3
6949	3369806	2015	Max	3
6457	4046784	2015	Maze Runner: The Scorch Trials	3
6436	2582496	2015	Me and Earl and the Dying Girl	3
6767	3529656	2015	Meadowland	3
6769	4501454	2015	Meddler, The	3
6752	4093680	2015	Min lilla syster	3
6338	2293640	2015	Minions	3
6706	2245003	2015	Miss You Already	3
6389	2381249	2015	Mission: Impossible - Rogue Nation	0
6619	2872462	2015	Mistres America	3
6098	3045616	2015	Mortdecai	1
6430	3168230	2015	Mr. Holmes	1
6521	4498966	2015	Murder Pact, The	3
6355	3966404	2015	Mustang	3
6482	4450396	2015	My Little Pony: Equestria Girls - Friendship Games	3
6661	3478232	2015	Mythica: The Darkspore	3
6376	4895704	2015	Next Stop L.A.	3
6771	4392726	2015	Office	3
6974	3756788	2015	Our Little Sister	3
6356	3844362	2015	Overnight, The	3
6611	3332064	2015	Pan	1
6388	3622592	2015	Papertowns	2
6475	1596345	2015	Pawn Sacrifice	1
6548	2452042	2015	Peanuts Movie, The	3
6447	3862750	2015	Perfect Guy, The	2
6330	3430042	2015	Phoenix Project, The	0
6284	2848292	2015	Pitch Perfect 2	3
6367	2120120	2015	Pixels	1
6632	2058673	2015	Point Break	0
6282	4171544	2015	Predator Dark Ages	0
6412	3742378	2015	Que Horas Ela Volta?	3
6717	3993894	2015	Queen of Earth	3
6321	4780834	2015	Reason I Shop Online, The	3
6567	1663202	2015	Revenant, The	0
6866	4439120	2015	Riaru onigokko	3
6410	3623726	2015	Ricki and the Flash	3
6597	2479478	2015	Ridiculous 6, The	2
6584	3170832	2015	Room	3
6299	2199571	2015	Run All Night	1
6281	2126355	2015	San Andreas	3
6532	3430416	2015	Schneider vs. Bax	2
6361	2555736	2015	Second Best Exotic Marigold Hotel, The	3
6424	2140379	2015	Self/less	1
6227	3661298	2015	Septembers of Shiraz	3
6329	2872750	2015	Shaun the Sheep Movie	0
6470	3397884	2015	Sicario	0
6609	1850457	2015	Sisters	3
6723	2537390	2015	Slow Learners	3
6364	3205376	2015	Slow West	0
6366	1798684	2015	Southpaw	2
6519	2379713	2015	Spectre	1
6105	2279373	2015	SpongeBob Movie: Sponge Out of Water, The	2
6707	1895587	2015	Spotlight	1
6265	3079380	2015	Spy	3
6610	2488496	2015	Star Wars: The Force Awakens	3
6506	2080374	2015	Steve Jobs	3
6636	4858280	2015	Stitcher	0
6435	1398426	2015	Straight Outta Compton	1
6093	4191054	2015	Strange Magic	3
6226	3077214	2015	Suffragette	3
6094	2994832	2015	Summer of Sangaile, The	3
6928	2262161	2015	Sunset Song	3
6390	3824458	2015	Tangerine	3
6365	4359416	2015	Taxi	3
6350	2637276	2015	Ted 2	1
6399	3764966	2015	Teen Beach 2	3
6716	3757648	2015	Temp&ecirc;te	1
6340	1340138	2015	Terminator Genisys	0
6322	1441953	2015	Testament of Youth	3
6959	3775086	2015	They Call Me Jeeg Robot	1
6665	1870548	2015	This changes everything	3
6156	4247740	2015	Three Es, The	3
6774	4010918	2015	Throne	3
6818	2911674	2015	Tiger House	3
6757	2461340	2015	Till We Meet Again	3
6404	4897214	2015	Timelike	3
6334	3019620	2015	Titli	0
6163	3397082	2015	Tod den Hippies!! Es lebe der Punk!	1
6267	1964418	2015	Tomorrowland	3
6357	3152624	2015	Trainwreck	3
6678	2938956	2015	Transporter Refueled, The	3
6223	2273657	2015	True Story	1
6565	3203606	2015	Trumbo	3
6393	3969208	2015	Trust Fund	3
6956	3672742	2015	Turbo Kid	1
6296	4466936	2015	Un peu, beaucoup, aveuglement!	3
6692	2321502	2015	Uncanny	0
6449	2742544	2015	Until Dawn	3
6596	1524930	2015	Vacation	3
6300	3058674	2015	VANish	1
6495	3480796	2015	Vice	3
6557	1976009	2015	Victor Frankenstein	0
6343	4226388	2015	Victoria	0
6777	4263482	2015	VVitch: A New-England Folktale, The	3
6510	3488710	2015	Walk, The	1
6939	3616916	2015	Wave (B&oslash;lgen), The	3
6065	0884732	2015	Wedding Ringer, The	3
6537	4979652	2015	Wo shi zheng ren	0
6288	2404425	2015	Woman in Gold	3
6277	4171032	2015	World of Tomorrow	3
6708	3312830	2015	Youth	1
6948	1598642	2015	Z for Zachariah	0
5159	2614684	2014	&#39;71	0
5663	2294449	2014	22 Jump St	2
5192	2172934	2014	3 Days to Kill	3
5256	1253863	2014	300: Rise of an Empire	1
6425	3149038	2014	A Brilliant Young Mind	1
5566	2545186	2014	A coup sur	2
6036	2326554	2014	A Girl Walks Home Alone at Night	3
5346	0458413	2014	A Long Way Down	3
5517	2557490	2014	A Million Ways to Die in the West	2
6117	2937898	2014	A Most Violent Year	3
5713	1972571	2014	A Most Wanted Man	2
6023	4299406	2014	A Noite da Virada	3
5770	0365907	2014	A Walk Among the Tombstones	1
5957	3334794	2014	About a Girl	3
5207	1376213	2014	Adventurer: The Curse of the Midas Box, The	1
6040	4056574	2014	Agatha Raisin: The Quiche of Death	3
5839	1698641	2014	Alexander and the Terrible, Horrible, No Good Very Bad Day	3
5327	3469518	2014	Alles Inklusive	3
5668	3307774	2014	Alpha House	2
5429	1872181	2014	Amazing Spider-Man 2	1
6118	2179136	2014	American Sniper	1
6743	3003800	2014	Amour fou	2
6400	2123146	2014	Angry Video Game Nerd: The Movie	3
5804	3322940	2014	Annabelle	3
6003	1823664	2014	Annie	3
6032	3077108	2014	Appropriate Behavior	3
5733	2870612	2014	As Above So Below	3
5594	3421270	2014	Asian School Girls	3
6646	2505294	2014	Ask Me Anything	3
5745	2800038	2014	Atlas Shrugged: Who Is John Galt?	3
5892	1971325	2014	Automata	1
5790	3013588	2014	Avis de mistral	3
6011	2321549	2014	Babadook, The	3
5540	2212008	2014	Bag Man, The	1
5956	3921852	2014	Barbie and the Secret Door	3
5194	3504064	2014	Barbie: The Pearl Princess	3
5409	2355495	2014	Barefoot	3
6341	3139086	2014	Batman: Assault on Arkham	3
6185	1726592	2014	Before I Go to Sleep	3
5616	1980929	2014	Begin Again	3
5449	2404181	2014	Belle	3
5817	3125324	2014	Beyond the Lights	3
6159	1126590	2014	Big Eyes	3
6513	2088003	2014	Big Game	0
5906	2245084	2014	Big Hero 6	3
5911	2562232	2014	Birdman	3
6423	2261331	2014	Black Sea	0
5664	1086772	2014	Blended	3
5850	2262227	2014	Book of Life, The	3
5696	0787474	2014	Boxtrolls, The	2
6264	3007302	2014	Boy Meets Girl	3
5508	1065073	2014	Boyhood	3
5447	1430612	2014	Brick Mansions	3
6128	3442006	2014	Cake	3
5620	2234003	2014	Calvary	2
5349	3097084	2014	Camp Takota	3
5351	1843866	2014	Captain America: The Winter Soldier	3
5345	1621046	2014	Cesar Chavez	3
5486	2883512	2014	Chef	1
5935	4044364	2014	Citizenfour	1
5927	2452254	2014	Clouds of Sils Maria	3
6607	2965412	2014	Comet	1
6488	2490326	2014	Cooties	1
6731	3717068	2014	Court	1
6230	2390237	2014	Cuban Fury	1
6784	1661820	2014	Cut Bank	3
6552	2251281	2014	Dark Was the Night	1
5624	2103281	2014	Dawn of the Planet of the Apes	1
5633	3560546	2014	Dead Girls	3
5149	2832470	2014	Dead Snow 2	3
5918	2235108	2014	Dear White People	3
6957	3726220	2014	Der kleine Drache Kokosnuss	0
5899	3832158	2014	Der Kleine Medicus - Geheimnisvolle Mission im Korper	3
6109	3720788	2014	Disappearance of Eleanor Rigby: Her, The	3
5780	3729920	2014	Disappearance of Eleanor Rigby: Them, The	3
5308	1840309	2014	Divergent	3
6490	3661798	2014	Dohee-ya	3
5442	2223990	2014	Draft Day	2
5734	1600196	2014	Drop, The	1
6180	3570168	2014	Dyke Hard	3
6491	2340650	2014	East Side Sushi	3
6864	2274604	2014	Eat with Me	3
5529	1631867	2014	Edge of Tomorrow	1
6476	1605798	2014	Effie Gray	3
6054	2808680	2014	Ei Kiitos	2
5791	3983072	2014	Ein Geschenk der Gotter	3
5599	3175038	2014	Ek Villain	2
6158	2093990	2014	El Ni&ntilde;o	1
6951	2936470	2014	Electricity	3
5965	1883180	2014	En duva satt p&aring; en gren och funderade p&aring; tillvaron	1
5782	0455944	2014	Equalizer, The	1
6331	2515030	2014	Escobar: Paradise Lost	2
6860	1706598	2014	Every Secret Thing	3
6019	1528100	2014	Exodus: Gods and Kings	2
5705	2333784	2014	Expendables 3, The	0
6499	3294200	2014	Falling, The	3
5456	2582846	2014	Fault in Our Stars, The	3
6219	2844798	2014	Feher isten	3
5157	3186838	2014	Fields of the Dead	3
5263	3074694	2014	Flowers in the Attic	3
5942	1100089	2014	Foxcatcher	1
5720	1605717	2014	Frank	1
5993	4150316	2014	Frozen in Time	0
5862	2713180	2014	Fury	1
5721	2473602	2014	Get On Up	2
6198	3655522	2014	Girlhood	3
5700	0435651	2014	Giver, The	3
5753	2141751	2014	God Help the Girl	3
5337	2528814	2014	God&#39;s Not Dead	3
6178	2920808	2014	God&#39;s Pocket	1
5466	0831387	2014	Godzilla	2
6773	3696086	2014	Golden Era	2
5801	2267998	2014	Gone Girl	3
5832	2652092	2014	Good Lie, The	3
6035	1361318	2014	Good People	3
5515	2095649	2014	Grace of Monaco	3
5229	2278388	2014	Grand Budapest Hotel, The	1
5671	2015381	2014	Guardians of the Galaxy	3
6258	3499048	2014	Gueros	2
5870	2955096	2014	Happy Christmas	3
5450	3638604	2014	Hard Corner: Le Film	1
5701	1626146	2014	Hector and the Search for Happiness	1
5661	1267297	2014	Hercules	2
6583	3145220	2014	Hits	3
5994	2310332	2014	Hobbit: The Battle of the Five Armies, The	1
5388	1702014	2014	Hoje Eu Quero Voltar Sozinho	3
5982	2398231	2014	Homesman, The	1
5730	3504048	2014	Housebound	3
6344	1958043	2014	Houses October Built, The	0
6845	3812402	2014	How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob	3
5618	1646971	2014	How to Train Your Dragon 2	1
5692	2980648	2014	Hundred-Foot Journey, The	3
5931	1951265	2014	Hunger Games: Mockingjay - Part 1, The	3
6672	3344922	2014	Hungry Hearts	2
6045	2884206	2014	I Origins	3
5218	1418377	2014	I, Frankenstein	1
6459	3086442	2014	Ich seh, Ich seh	0
5722	1355630	2014	If I Stay	3
5941	2084970	2014	Imitation Game, The	2
6642	2593224	2014	In the Courtyard	3
5826	3097204	2014	Inbetweeners 2, The	1
6385	1969062	2014	Infinitely Polar Bear	3
5922	1791528	2014	Inherent Vice	1
6668	1724965	2014	Innocence	3
5902	0816692	2014	Interstellar	3
6001	2788710	2014	Interview, The	1
5679	2106361	2014	Into the Storm	3
6000	2180411	2014	Into the Woods	3
6518	3235888	2014	It Follows	3
5090	1205537	2014	Jack Ryan: Shadow Recruit	1
5649	1742044	2014	Jersey Boys	2
5678	3110960	2014	Jimmy&#39;s Hall	1
5396	2382396	2014	Joe	2
5897	2911666	2014	John Wick	1
6885	3572132	2014	Ju-on: Owari no hajimari	3
5838	1872194	2014	Judge, The	2
6108	2802144	2014	Kingsman: The Secret Service	3
5900	2675914	2014	Kraftidioten	1
6348	3263614	2014	Kumiko, the Treasure Hunter	3
5408	2536428	2014	La cr&egrave;me de la cr&egrave;me	3
6370	3253930	2014	La isla minima	2
5831	2034031	2014	Laggies	3
6252	2474024	2014	Last Five Years, The	1
5848	3971202	2014	Le Paradis	0
6373	3062976	2014	Learning to Drive	3
5068	1043726	2014	Legend of Hercules, The	2
5132	1490017	2014	Lego Movie, The	3
6534	3148348	2014	Let Us Prey	3
5702	1924435	2014	Let&#39;s Be Cops	0
5978	2802154	2014	Leviathan	3
5353	2287861	2014	Lies I Told My Little Sister	3
5689	2751390	2014	Life Of Riley	2
6740	2870808	2014	Life Partners	3
6724	3104818	2014	Like Sunday, Like Rain	3
5175	3118958	2014	Lizzie Borden Took An Ax	3
6305	0903657	2014	Love &amp; Mercy	2
6195	2639344	2014	Love Is Strange	2
6188	1638002	2014	Love, Rosie	3
5650	2872732	2014	Lucy	3
5765	2618500	2014	Lugen	3
6524	2106529	2014	Lust for Love	3
5947	2870756	2014	Magic in the Moonlight	3
6143	3089326	2014	Magical Girl	3
5510	1587310	2014	Maleficent	3
5847	3720802	2014	Mange tes morts	0
5764	2172584	2014	Maps to the Stars	3
5755	1790864	2014	Maze Runner, The	1
5418	3152098	2014	Mega Shark vs. Mecha Shark	3
6551	3598222	2014	Mercenaries	3
6307	3804984	2014	Mike and I	1
5387	1647668	2014	Million Dollar Arm	1
6600	3128900	2014	Miss Meadows	3
6007	3612616	2014	Mommy	3
5737	3014666	2014	Moms&#39; Night Out	3
5144	2177771	2014	Monuments Men, The	0
5835	3138192	2014	Mostly Ghostly: Have You Met My Ghoulfriend?	3
5221	0864835	2014	Mr. Peabody and Sherman	1
6009	2473794	2014	Mr. Turner	1
5482	2281587	2014	Muppets Most Wanted	1
6179	3368814	2014	My Father Must Die	3
5810	3529198	2014	My Little Pony: Equestria Girls - Rainbow Rocks	3
6266	2908856	2014	My Old Lady	3
6208	3800012	2014	Near Death Experience	0
5693	2369135	2014	Need for Speed	1
5487	2004420	2014	Neighbors	3
5887	2872718	2014	Nightcrawler	3
5813	2011159	2014	No Good Deed	3
5348	1959490	2014	Noah	3
5217	2024469	2014	Non-Stop	3
6124	1684226	2014	Normal Heart, The	1
5458	3457342	2014	Nosferatu In Love	0
6747	3569356	2014	Not Cool	3
5729	2402157	2014	November Man, The	1
5590	2910274	2014	Obvious Child	3
6268	2955316	2014	Ocho apellidos vascos	1
5416	2388715	2014	Oculus	3
6304	3398268	2014	Omoide no Mani (When Marnie Was There)	3
5724	2756032	2014	One I Love, The	3
5423	2203939	2014	Other Woman, The	3
5981	1204977	2014	Ouija	3
5307	3528906	2014	Our RoboCop Remake	3
6416	1552224	2014	Outcast	3
5214	3515892	2014	Pa Boys, The	2
5997	1109624	2014	Paddington	3
6247	3284618	2014	Pane e burlesque	3
6501	3328716	2014	Paper Planes	1
6139	3479316	2014	Parallels	3
5219	2473682	2014	Paranormal Activity: The Marked Ones	2
5950	1911658	2014	Penguins of Madagascar	0
5940	2764784	2014	Phoenix	3
5453	2483260	2014	Pirate Fairy, The	3
5674	2980706	2014	Planes: Fire &amp; Rescue	1
5196	1921064	2014	Pompeii	3
5488	2199543	2014	Praia do Futuro	1
6172	2397535	2014	Predestination	3
5756	3169706	2014	Pride	3
6958	3263732	2014	Primero De Enero	3
6103	2436386	2014	Project Almanac	3
5642	2975578	2014	Purge: Anarchy, The	3
5680	2800240	2014	Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?	3
5280	3322420	2014	Queen	3
6831	2645188	2014	Quiet Hour, The	3
5719	2835536	2014	Quiet Roar, The	3
5553	2412568	2014	Ragamuffin	2
6256	3011894	2014	Relatos salvajes	3
5837	1679276	2014	Rico, Oskar und die Tieferschatten	1
5104	1408253	2014	Ride Along	0
5340	2357291	2014	Rio 2	3
5766	2717860	2014	Riot Club, The	1
6813	3529612	2014	River of Fundament	3
5164	1234721	2014	Robocop	2
6545	2752688	2014	Rosewater	1
5559	2345737	2014	Rover, The	0
5625	1742334	2014	Sabotage	3
5749	2231489	2014	Saint Seiya: Legend of Sanctuary	2
5874	2720680	2014	Salvation, The	1
6220	2396721	2014	Scribbler, The	3
5959	1020072	2014	Selma	3
6191	1121096	2014	Seventh Son	3
6413	1767372	2014	She&#39;s Funny That Way	3
5717	0458481	2014	Sin City: A Dame to Kill For	1
5953	2465140	2014	Single Moms Club, The	3
5535	1571249	2014	Skeleton Twins, The	3
6207	1978532	2014	Someone Marry Barry	2
5516	2461126	2014	Something, Anything	3
6182	1865505	2014	Song of the Sea	3
6690	3395184	2014	Spring	0
6010	2170593	2014	St. Vincent	3
5468	3257692	2014	Starving in Suburbia	3
6421	2626350	2014	Step Up All In	2
6066	3316960	2014	Still Alice	3
6906	3230162	2014	Still the Water	3
6765	2494280	2014	Stretch	1
6196	0900387	2014	Suite francaise	3
6527	3387648	2014	Taking of Deborah Logan, The	3
5608	2103254	2014	Tammy	3
5687	1291150	2014	Teenage Mutant Ninja Turtles	3
5236	1800246	2014	That Awkward Moment	3
6263	3565264	2014	Thegidi	2
5970	2980516	2014	Theory of Everything, The	3
6034	2398249	2014	They Came Together	3
5977	1371150	2014	This Is Where I Leave You	2
6440	3120408	2014	Tinker Bell and the Legend of the NeverBeast	3
6026	2784678	2014	Top Five	3
5405	2209764	2014	Transcendence	1
5598	2109248	2014	Transformers: Age of Extinction	3
6061	1791681	2014	Treehouse	3
6509	3483194	2014	Tu Dors Nicole	3
5936	3630276	2014	Turist	3
6053	2737050	2014	Two Days, One NIght	3
5495	1976000	2014	Two Faces of January, The	3
5807	2140619	2014	Two Night Stand	3
6013	1809398	2014	Unbroken	0
5397	1441395	2014	Under the Skin	0
6147	3184934	2014	Une nouvelle amie	2
6504	3713166	2014	Unfriended	3
5924	4114744	2014	Unutursam F&#305;s&#305;lda	2
5135	1686821	2014	Vampire Academy	3
5282	2771372	2014	Veronica Mars	3
5465	2463288	2014	Walk of Shame	3
6225	2788716	2014	Welcome to Me	3
5597	3416742	2014	What We Do in the Shadows	1
5709	2247476	2014	When the Game Stands Tall	1
6673	1791682	2014	While We&#39;re Young	3
5818	2582802	2014	Whiplash	1
6025	2238050	2014	White Bird in a Blizzard	3
5836	3042408	2014	Who Am I - Kein System ist sicher	2
5643	2761578	2014	Wicked Blood	3
5971	2305051	2014	Wild	3
5220	1837709	2014	Winter&#39;s Tale	3
5619	3777462	2014	Wir sind die Neuen	3
5811	2870708	2014	Wish I Was Here	3
6368	2339741	2014	Woman in Black 2: Angel of Death, The	3
5726	3992752	2014	Women Aren&#39;t Funny	3
6528	2535470	2014	Wyrmwood: Road of the Dead	3
5499	1877832	2014	X-Men: Days of Future Past	1
6037	1198156	2014	You&#39;re Not You	3
5421	2707858	2014	Yves Saint Laurent	2
6050	3576084	2014	Zero Motivation	3
6091	2784512	2014	Zombeavers	3
5150	2395385	2013	+1	3
5272	2113681	2013	100-Year-Old Man Who Climbed Out the Window and Disappeared, The	1
5033	2024544	2013	12 Years a Slave	3
4450	1272878	2013	2 Guns	1
4456	2396566	2013	20 Feet from Stardom	3
4194	1711425	2013	21 &amp; Over	1
5707	2288044	2013	300 Worte Deutsch	3
6940	1667355	2013	3096 Tage	3
4054	0453562	2013	42	2
4989	1335975	2013	47 Ronin	2
5849	3100636	2013	52 Tuesdays	3
4608	2375574	2013	A Field in England	0
4975	1606378	2013	A Good Day to Die Hard	1
4701	1813609	2013	A Haunting at Silver Falls	3
6727	2351098	2013	A Picture of You	3
3942	2511190	2013	A Talking Cat!?!	3
4707	2194499	2013	About Time	3
4012	1814621	2013	Admission	3
6699	1067765	2013	Adult World	3
4191	1815862	2013	After Earth	1
4619	2312890	2013	Afternoon Delight	3
5630	2527186	2013	All Cheerleaders Die	3
4777	2017038	2013	All is Lost	0
4911	1800241	2013	American Hustle	3
4379	2343371	2013	Amiche da morire	3
5478	2599226	2013	An Easter Bunny Puppy	3
5309	1229340	2013	Anchorman 2: The Legend Continues	3
4189	2094762	2013	And Now a Word from Our Sponsor	3
5354	2776074	2013	Ang&eacute;lique	3
5882	1816608	2013	Another Me	3
5727	1545754	2013	Are You Here	3
5822	2084093	2013	Ashley	3
4816	1509788	2013	Ass Backwards	3
5758	1483324	2013	At Middleton	3
4880	1322269	2013	August: Osage County	3
5106	1985019	2013	Austenland	3
5460	2170299	2013	Bad Words	2
4661	1171222	2013	Baggage Claim	3
